Date,Year,Peak Chart Position,Artist - Source Database,Artist - Modified,Title - Source Database,Title - Modified,Duration,Original Record Label & Catalog No.,Suggested Filename,Concatenate,Eliminate Hyphens,Substitute Google Comma Char.,Eliminate Ampersand Phrases,,,Eliminate Parentheticals,,Search Formula
04/01/95,1995,67,Des’ree ,Des'ree,Feel So High,Feel So High,3:47,550 Music/Epic 77693,Des'ree--Feel So High (1995),%22Des'ree%22+%22Feel So High%22,%22Des%27ree%22+%22Feel So High%22,%22Des%27ree%22+%22Feel So High%22,,,%22Des%27ree%22+%22Feel So High%22,,,https://www.google.com/search?q=%22Des%27ree%22+%22Feel So High%22&ie=utf-8&oe=utf-8
04/01/95,1995,68,Tracy Byrd ,Tracy Byrd,Keeper Of The Stars,Keeper of the Stars,4:06,MCA 54988,Tracy Byrd--Keeper of the Stars (1995),%22Tracy Byrd%22+%22Keeper of the Stars%22,%22Tracy Byrd%22+%22Keeper of the Stars%22,%22Tracy Byrd%22+%22Keeper of the Stars%22,,,%22Tracy Byrd%22+%22Keeper of the Stars%22,,,https://www.google.com/search?q=%22Tracy Byrd%22+%22Keeper of the Stars%22&ie=utf-8&oe=utf-8
04/01/95,1995,81,DJ Quik ,DJ Quik,Safe + Sound,Safe + Sound,4:39,Profile 5432,DJ Quik--Safe + Sound (1995),%22DJ Quik%22+%22Safe + Sound%22,%22DJ Quik%22+%22Safe + Sound%22,%22DJ Quik%22+%22Safe + Sound%22,,,%22DJ Quik%22+%22Safe + Sound%22,,,https://www.google.com/search?q=%22DJ Quik%22+%22Safe + Sound%22&ie=utf-8&oe=utf-8
04/01/95,1995,84,Prince ,Prince,Purple Medley,Purple Medley,3:07,Warner Bros. 17903,Prince--Purple Medley (1995),%22Prince%22+%22Purple Medley%22,%22Prince%22+%22Purple Medley%22,%22Prince%22+%22Purple Medley%22,,,%22Prince%22+%22Purple Medley%22,,,https://www.google.com/search?q=%22Prince%22+%22Purple Medley%22&ie=utf-8&oe=utf-8
04/01/95,1995,87,Billie Ray Martin ,Billie Ray Martin,Your Loving Arms,Your Loving Arms,4:10,Sire 64450,Billie Ray Martin--Your Loving Arms (1995),%22Billie Ray Martin%22+%22Your Loving Arms%22,%22Billie Ray Martin%22+%22Your Loving Arms%22,%22Billie Ray Martin%22+%22Your Loving Arms%22,,,%22Billie Ray Martin%22+%22Your Loving Arms%22,,,https://www.google.com/search?q=%22Billie Ray Martin%22+%22Your Loving Arms%22&ie=utf-8&oe=utf-8
04/08/95,1995,13,Total Featuring The Notorious B.I.G. ,Total,Can’t You See,Can't You See,4:50,Tommy Boy 676,Total--Can't You See (1995),%22Total%22+%22Can't You See%22,%22Total%22+%22Can%27t You See%22,%22Total%22+%22Can%27t You See%22,,,%22Total%22+%22Can%27t You See%22,,,https://www.google.com/search?q=%22Total%22+%22Can%27t You See%22&ie=utf-8&oe=utf-8
04/08/95,1995,22,Mary J. Blige ,Mary J. Blige,I’m Goin’ Down,I'm Goin' Down,3:40,Uptown/MCA 55008,Mary J. Blige--I'm Goin' Down (1995),%22Mary J. Blige%22+%22I'm Goin' Down%22,%22Mary J. Blige%22+%22I%27m Goin%27 Down%22,%22Mary J. Blige%22+%22I%27m Goin%27 Down%22,,,%22Mary J. Blige%22+%22I%27m Goin%27 Down%22,,,https://www.google.com/search?q=%22Mary J. Blige%22+%22I%27m Goin%27 Down%22&ie=utf-8&oe=utf-8
04/08/95,1995,84,Joe Diffie ,Joe Diffie,So Help Me Girl,So Help Me Girl,3:24,Epic 77808,Joe Diffie--So Help Me Girl (1995),%22Joe Diffie%22+%22So Help Me Girl%22,%22Joe Diffie%22+%22So Help Me Girl%22,%22Joe Diffie%22+%22So Help Me Girl%22,,,%22Joe Diffie%22+%22So Help Me Girl%22,,,https://www.google.com/search?q=%22Joe Diffie%22+%22So Help Me Girl%22&ie=utf-8&oe=utf-8
04/15/95,1995,1,Bryan Adams ,Bryan Adams,Have You Ever Really Loved A Woman?,Have You Ever Really Loved a Woman,4:45,A&M 1028,Bryan Adams--Have You Ever Really Loved a Woman (1995),%22Bryan Adams%22+%22Have You Ever Really Loved a Woman%22,%22Bryan Adams%22+%22Have You Ever Really Loved a Woman%22,%22Bryan Adams%22+%22Have You Ever Really Loved a Woman%22,,,%22Bryan Adams%22+%22Have You Ever Really Loved a Woman%22,,,https://www.google.com/search?q=%22Bryan Adams%22+%22Have You Ever Really Loved a Woman%22&ie=utf-8&oe=utf-8
04/15/95,1995,26,Da Brat ,Da Brat,Give It 2 You,Give It 2 You,3:50,So So Def 77836,Da Brat--Give It 2 You (1995),%22Da Brat%22+%22Give It 2 You%22,%22Da Brat%22+%22Give It 2 You%22,%22Da Brat%22+%22Give It 2 You%22,,,%22Da Brat%22+%22Give It 2 You%22,,,https://www.google.com/search?q=%22Da Brat%22+%22Give It 2 You%22&ie=utf-8&oe=utf-8
04/15/95,1995,34,Kut Klose ,Kut Klose,I Like,I Like,4:15,Keia/Elektra 64486,Kut Klose--I Like (1995),%22Kut Klose%22+%22I Like%22,%22Kut Klose%22+%22I Like%22,%22Kut Klose%22+%22I Like%22,,,%22Kut Klose%22+%22I Like%22,,,https://www.google.com/search?q=%22Kut Klose%22+%22I Like%22&ie=utf-8&oe=utf-8
04/15/95,1995,45,Brian McKnight ,Brian McKnight,Crazy Love,Crazy Love,3:58,Mercury 6730,Brian McKnight--Crazy Love (1995),%22Brian McKnight%22+%22Crazy Love%22,%22Brian McKnight%22+%22Crazy Love%22,%22Brian McKnight%22+%22Crazy Love%22,,,%22Brian McKnight%22+%22Crazy Love%22,,,https://www.google.com/search?q=%22Brian McKnight%22+%22Crazy Love%22&ie=utf-8&oe=utf-8
04/15/95,1995,51,Naughty By Nature ,Naughty By Nature,Craziest,Craziest,4:06,Tommy Boy 670,Naughty By Nature--Craziest (1995),%22Naughty By Nature%22+%22Craziest%22,%22Naughty By Nature%22+%22Craziest%22,%22Naughty By Nature%22+%22Craziest%22,,,%22Naughty By Nature%22+%22Craziest%22,,,https://www.google.com/search?q=%22Naughty By Nature%22+%22Craziest%22&ie=utf-8&oe=utf-8
04/15/95,1995,62,Londonbeat ,Londonbeat,Come Back,Come Back,3:46,Radioactive 54956,Londonbeat--Come Back (1995),%22Londonbeat%22+%22Come Back%22,%22Londonbeat%22+%22Come Back%22,%22Londonbeat%22+%22Come Back%22,,,%22Londonbeat%22+%22Come Back%22,,,https://www.google.com/search?q=%22Londonbeat%22+%22Come Back%22&ie=utf-8&oe=utf-8
04/15/95,1995,83,Technotronic Featuring Ya Kid K ,Technotronic,Move It To The Rhythm,Move It to the Rhythm,3:28,EMI 58397,Technotronic--Move It to the Rhythm (1995),%22Technotronic%22+%22Move It to the Rhythm%22,%22Technotronic%22+%22Move It to the Rhythm%22,%22Technotronic%22+%22Move It to the Rhythm%22,,,%22Technotronic%22+%22Move It to the Rhythm%22,,,https://www.google.com/search?q=%22Technotronic%22+%22Move It to the Rhythm%22&ie=utf-8&oe=utf-8
04/22/95,1995,42,Madonna ,Madonna,Bedtime Story,Bedtime Story,4:51,Maverick/Sire 17924,Madonna--Bedtime Story (1995),%22Madonna%22+%22Bedtime Story%22,%22Madonna%22+%22Bedtime Story%22,%22Madonna%22+%22Bedtime Story%22,,,%22Madonna%22+%22Bedtime Story%22,,,https://www.google.com/search?q=%22Madonna%22+%22Bedtime Story%22&ie=utf-8&oe=utf-8
04/22/95,1995,45,Various Artists ,Various Artists,Freedom (Theme from Panther),Freedom (Theme from Panther),4:49,Mercury 856800,Various Artists--Freedom (Theme from Panther) (1995),%22Various Artists%22+%22Freedom (Theme from Panther)%22,%22Various Artists%22+%22Freedom (Theme from Panther)%22,%22Various Artists%22+%22Freedom (Theme from Panther)%22,,,%22Various Artists%22+%22Freedom (Theme from Panther)%22,34,53,https://www.google.com/search?q=%22Various Artists%22+%22Freedom%22&ie=utf-8&oe=utf-8
04/22/95,1995,51,H-Town ,H-Town,Emotions,Emotions,5:00,Luke 185,H-Town--Emotions (1995),%22H-Town%22+%22Emotions%22,%22H-Town%22+%22Emotions%22,%22H-Town%22+%22Emotions%22,,,%22H-Town%22+%22Emotions%22,,,https://www.google.com/search?q=%22H-Town%22+%22Emotions%22&ie=utf-8&oe=utf-8
04/22/95,1995,67,"Beatles, The ",Beatles,Baby It’s You,Baby It's You,2:44,Apple 58348,Beatles--Baby It's You (1995),%22Beatles%22+%22Baby It's You%22,%22Beatles%22+%22Baby It%27s You%22,%22Beatles%22+%22Baby It%27s You%22,,,%22Beatles%22+%22Baby It%27s You%22,,,https://www.google.com/search?q=%22Beatles%22+%22Baby It%27s You%22&ie=utf-8&oe=utf-8
04/22/95,1995,84,Juliana Hatfield ,Juliana Hatfield,Universal Heart-Beat,Universal Heart-Beat,3:28,Mammoth 98179,Juliana Hatfield--Universal Heart-Beat (1995),%22Juliana Hatfield%22+%22Universal Heart-Beat%22,%22Juliana Hatfield%22+%22Universal Heart-Beat%22,%22Juliana Hatfield%22+%22Universal Heart-Beat%22,,,%22Juliana Hatfield%22+%22Universal Heart-Beat%22,,,https://www.google.com/search?q=%22Juliana Hatfield%22+%22Universal Heart-Beat%22&ie=utf-8&oe=utf-8
04/22/95,1995,87,Barry White ,Barry White,Come On,Come On,3:47,A&M 0972,Barry White--Come On (1995),%22Barry White%22+%22Come On%22,%22Barry White%22+%22Come On%22,%22Barry White%22+%22Come On%22,,,%22Barry White%22+%22Come On%22,,,https://www.google.com/search?q=%22Barry White%22+%22Come On%22&ie=utf-8&oe=utf-8
04/22/95,1995,95,Luther Vandross ,Luther Vandross,Love The One You’re With,Love the One You're With,3:44,Epic/LV 77754,Luther Vandross--Love the One You're With (1995),%22Luther Vandross%22+%22Love the One You're With%22,%22Luther Vandross%22+%22Love the One You%27re With%22,%22Luther Vandross%22+%22Love the One You%27re With%22,,,%22Luther Vandross%22+%22Love the One You%27re With%22,,,https://www.google.com/search?q=%22Luther Vandross%22+%22Love the One You%27re With%22&ie=utf-8&oe=utf-8
04/29/95,1995,2,Monica ,Monica,Don’t Take It Personal,Don't Take It Personal,4:12,Rowdy 3-5040,Monica--Don't Take It Personal (1995),%22Monica%22+%22Don't Take It Personal%22,%22Monica%22+%22Don%27t Take It Personal%22,%22Monica%22+%22Don%27t Take It Personal%22,,,%22Monica%22+%22Don%27t Take It Personal%22,,,https://www.google.com/search?q=%22Monica%22+%22Don%27t Take It Personal%22&ie=utf-8&oe=utf-8
04/29/95,1995,2,Boyz II Men ,Boyz II Men,Water Runs Dry,Water Runs Dry,3:20,Motown 0358,Boyz II Men--Water Runs Dry (1995),%22Boyz II Men%22+%22Water Runs Dry%22,%22Boyz II Men%22+%22Water Runs Dry%22,%22Boyz II Men%22+%22Water Runs Dry%22,,,%22Boyz II Men%22+%22Water Runs Dry%22,,,https://www.google.com/search?q=%22Boyz II Men%22+%22Water Runs Dry%22&ie=utf-8&oe=utf-8
04/29/95,1995,10,Jon B. Featuring Babyface ,Jon B.,Someone To Love,Someone to Love,4:30,Yab Yum 77895,Jon B.--Someone to Love (1995),%22Jon B.%22+%22Someone to Love%22,%22Jon B.%22+%22Someone to Love%22,%22Jon B.%22+%22Someone to Love%22,,,%22Jon B.%22+%22Someone to Love%22,,,https://www.google.com/search?q=%22Jon B.%22+%22Someone to Love%22&ie=utf-8&oe=utf-8
04/29/95,1995,13,Skee-Lo ,Skee-Lo,I Wish,I Wish,4:08,Sunshine 78032,Skee-Lo--I Wish (1995),%22Skee-Lo%22+%22I Wish%22,%22Skee-Lo%22+%22I Wish%22,%22Skee-Lo%22+%22I Wish%22,,,%22Skee-Lo%22+%22I Wish%22,,,https://www.google.com/search?q=%22Skee-Lo%22+%22I Wish%22&ie=utf-8&oe=utf-8
04/29/95,1995,47,R.E.M. ,R.E.M.,Strange Currencies,Strange Currencies,3:52,Warner Bros. 17900,R.E.M.--Strange Currencies (1995),%22R.E.M.%22+%22Strange Currencies%22,%22R.E.M.%22+%22Strange Currencies%22,%22R.E.M.%22+%22Strange Currencies%22,,,%22R.E.M.%22+%22Strange Currencies%22,,,https://www.google.com/search?q=%22R.E.M.%22+%22Strange Currencies%22&ie=utf-8&oe=utf-8
04/29/95,1995,49,Brownstone ,Brownstone,Grapevyne,Grapevyne,3:47,MJJ Music 77864,Brownstone--Grapevyne (1995),%22Brownstone%22+%22Grapevyne%22,%22Brownstone%22+%22Grapevyne%22,%22Brownstone%22+%22Grapevyne%22,,,%22Brownstone%22+%22Grapevyne%22,,,https://www.google.com/search?q=%22Brownstone%22+%22Grapevyne%22&ie=utf-8&oe=utf-8
04/29/95,1995,63,Bruce Springsteen ,Bruce Springsteen,Secret Garden,Secret Garden,4:25,Columbia 77847,Bruce Springsteen--Secret Garden (1995),%22Bruce Springsteen%22+%22Secret Garden%22,%22Bruce Springsteen%22+%22Secret Garden%22,%22Bruce Springsteen%22+%22Secret Garden%22,,,%22Bruce Springsteen%22+%22Secret Garden%22,,,https://www.google.com/search?q=%22Bruce Springsteen%22+%22Secret Garden%22&ie=utf-8&oe=utf-8
04/29/95,1995,68,Tom Petty ,Tom Petty,It’s Good To Be King,It's Good to Be King,5:10,Warner Bros. 17925,Tom Petty--It's Good to Be King (1995),%22Tom Petty%22+%22It's Good to Be King%22,%22Tom Petty%22+%22It%27s Good to Be King%22,%22Tom Petty%22+%22It%27s Good to Be King%22,,,%22Tom Petty%22+%22It%27s Good to Be King%22,,,https://www.google.com/search?q=%22Tom Petty%22+%22It%27s Good to Be King%22&ie=utf-8&oe=utf-8
04/29/95,1995,69,Masta Ace Incorporated ,Masta Ace Incorporated,The INC Ride,The INC Ride,4:12,Delicious Vinyl 58376,Masta Ace Incorporated--The INC Ride (1995),%22Masta Ace Incorporated%22+%22The INC Ride%22,%22Masta Ace Incorporated%22+%22The INC Ride%22,%22Masta Ace Incorporated%22+%22The INC Ride%22,,,%22Masta Ace Incorporated%22+%22The INC Ride%22,,,https://www.google.com/search?q=%22Masta Ace Incorporated%22+%22The INC Ride%22&ie=utf-8&oe=utf-8
05/06/95,1995,3,Method Man/Mary J. Blige ,Method Man & Mary J. Blige,I’ll Be There For You/You’re All I Need To Get By,I'll Be There for You - You're All I Need to Get By,3:40,Def Jam 1878,Method Man & Mary J. Blige--I'll Be There for You - You're All I Need to Get By (1995),%22Method Man & Mary J. Blige%22+%22I'll Be There for You - You're All I Need to Get By%22,%22Method Man & Mary J. Blige%22+%22I%27ll Be There for You - You%27re All I Need to Get By%22,%22Method Man & Mary J. Blige%22+%22I%27ll Be There for You - You%27re All I Need to Get By%22,15,30,%22Method Man%22+%22I%27ll Be There for You - You%27re All I Need to Get By%22,,,https://www.google.com/search?q=%22Method Man%22+%22I%27ll Be There for You - You%27re All I Need to Get By%22&ie=utf-8&oe=utf-8
05/06/95,1995,17,Soul For Real ,Soul for Real,Every Little Thing I Do,Every Little Thing I Do,4:17,MCA 55032,Soul for Real--Every Little Thing I Do (1995),%22Soul for Real%22+%22Every Little Thing I Do%22,%22Soul for Real%22+%22Every Little Thing I Do%22,%22Soul for Real%22+%22Every Little Thing I Do%22,,,%22Soul for Real%22+%22Every Little Thing I Do%22,,,https://www.google.com/search?q=%22Soul for Real%22+%22Every Little Thing I Do%22&ie=utf-8&oe=utf-8
05/06/95,1995,60,"Dis N’ Dat Featuring 95 South, 69 Boyz & K-Nock ",Dis N' Dat,Freak Me Baby,Freak Me Baby,5:37,Epic 77845,Dis N' Dat--Freak Me Baby (1995),%22Dis N' Dat%22+%22Freak Me Baby%22,%22Dis N%27 Dat%22+%22Freak Me Baby%22,%22Dis N%27 Dat%22+%22Freak Me Baby%22,,,%22Dis N%27 Dat%22+%22Freak Me Baby%22,,,https://www.google.com/search?q=%22Dis N%27 Dat%22+%22Freak Me Baby%22&ie=utf-8&oe=utf-8
05/06/95,1995,67,Vanessa Williams ,Vanessa Williams,The Way That You Love,The Way That You Love,3:54,Wing 6766,Vanessa Williams--The Way That You Love (1995),%22Vanessa Williams%22+%22The Way That You Love%22,%22Vanessa Williams%22+%22The Way That You Love%22,%22Vanessa Williams%22+%22The Way That You Love%22,,,%22Vanessa Williams%22+%22The Way That You Love%22,,,https://www.google.com/search?q=%22Vanessa Williams%22+%22The Way That You Love%22&ie=utf-8&oe=utf-8
05/06/95,1995,93,General Public ,General Public,Rainy Days,Rainy Days,4:05,Epic 77866,General Public--Rainy Days (1995),%22General Public%22+%22Rainy Days%22,%22General Public%22+%22Rainy Days%22,%22General Public%22+%22Rainy Days%22,,,%22General Public%22+%22Rainy Days%22,,,https://www.google.com/search?q=%22General Public%22+%22Rainy Days%22&ie=utf-8&oe=utf-8
05/13/95,1995,20,Collective Soul ,Collective Soul,December,December,4:13,Atlantic 87157,Collective Soul--December (1995),%22Collective Soul%22+%22December%22,%22Collective Soul%22+%22December%22,%22Collective Soul%22+%22December%22,,,%22Collective Soul%22+%22December%22,,,https://www.google.com/search?q=%22Collective Soul%22+%22December%22&ie=utf-8&oe=utf-8
05/13/95,1995,53,Alison Krauss & Union Station ,Alison Krauss & Union Station,When You Say Nothing At All,When You Say Nothing At All,3:58,BNA 64329,Alison Krauss & Union Station--When You Say Nothing At All (1995),%22Alison Krauss & Union Station%22+%22When You Say Nothing At All%22,%22Alison Krauss & Union Station%22+%22When You Say Nothing At All%22,%22Alison Krauss & Union Station%22+%22When You Say Nothing At All%22,18,33,%22Alison Krauss%22+%22When You Say Nothing At All%22,,,https://www.google.com/search?q=%22Alison Krauss%22+%22When You Say Nothing At All%22&ie=utf-8&oe=utf-8
05/13/95,1995,57,Corona ,Corona,Baby Baby,Baby Baby,3:46,EastWest 64438,Corona--Baby Baby (1995),%22Corona%22+%22Baby Baby%22,%22Corona%22+%22Baby Baby%22,%22Corona%22+%22Baby Baby%22,,,%22Corona%22+%22Baby Baby%22,,,https://www.google.com/search?q=%22Corona%22+%22Baby Baby%22&ie=utf-8&oe=utf-8
05/13/95,1995,91,Lost Boyz ,Lost Boyz,Lifestyles Of The Rich And Shameless,Lifestyles of the Rich and Shameless,4:23,MCA 55006,Lost Boyz--Lifestyles of the Rich and Shameless (1995),%22Lost Boyz%22+%22Lifestyles of the Rich and Shameless%22,%22Lost Boyz%22+%22Lifestyles of the Rich and Shameless%22,%22Lost Boyz%22+%22Lifestyles of the Rich and Shameless%22,,,%22Lost Boyz%22+%22Lifestyles of the Rich and Shameless%22,,,https://www.google.com/search?q=%22Lost Boyz%22+%22Lifestyles of the Rich and Shameless%22&ie=utf-8&oe=utf-8
05/20/95,1995,3,Shaggy ,Shaggy,Boombastic,Boombastic,4:09,Virgin 38482,Shaggy--Boombastic (1995),%22Shaggy%22+%22Boombastic%22,%22Shaggy%22+%22Boombastic%22,%22Shaggy%22+%22Boombastic%22,,,%22Shaggy%22+%22Boombastic%22,,,https://www.google.com/search?q=%22Shaggy%22+%22Boombastic%22&ie=utf-8&oe=utf-8
05/20/95,1995,62,Ol’ Dirty Bastard ,Ol' Dirty Bastard,Shimmy Shimmy Ya,Shimmy Shimmy Ya,3:33,Elektra 66419,Ol' Dirty Bastard--Shimmy Shimmy Ya (1995),%22Ol' Dirty Bastard%22+%22Shimmy Shimmy Ya%22,%22Ol%27 Dirty Bastard%22+%22Shimmy Shimmy Ya%22,%22Ol%27 Dirty Bastard%22+%22Shimmy Shimmy Ya%22,,,%22Ol%27 Dirty Bastard%22+%22Shimmy Shimmy Ya%22,,,https://www.google.com/search?q=%22Ol%27 Dirty Bastard%22+%22Shimmy Shimmy Ya%22&ie=utf-8&oe=utf-8
05/20/95,1995,88,Fabu ,Fabu,Just Roll,Just Roll,4:31,Big Beat 98175,Fabu--Just Roll (1995),%22Fabu%22+%22Just Roll%22,%22Fabu%22+%22Just Roll%22,%22Fabu%22+%22Just Roll%22,,,%22Fabu%22+%22Just Roll%22,,,https://www.google.com/search?q=%22Fabu%22+%22Just Roll%22&ie=utf-8&oe=utf-8
05/20/95,1995,90,Ty Herndon ,Ty Herndon,What Mattered Most,What Mattered Most,3:41,Epic 77843,Ty Herndon--What Mattered Most (1995),%22Ty Herndon%22+%22What Mattered Most%22,%22Ty Herndon%22+%22What Mattered Most%22,%22Ty Herndon%22+%22What Mattered Most%22,,,%22Ty Herndon%22+%22What Mattered Most%22,,,https://www.google.com/search?q=%22Ty Herndon%22+%22What Mattered Most%22&ie=utf-8&oe=utf-8
05/20/95,1995,95,Immature ,Immature,I Don’t Mind,I Don't Mind,4:27,MCA 55015,Immature--I Don't Mind (1995),%22Immature%22+%22I Don't Mind%22,%22Immature%22+%22I Don%27t Mind%22,%22Immature%22+%22I Don%27t Mind%22,,,%22Immature%22+%22I Don%27t Mind%22,,,https://www.google.com/search?q=%22Immature%22+%22I Don%27t Mind%22&ie=utf-8&oe=utf-8
05/27/95,1995,31,Shania Twain ,Shania Twain,Any Man Of Mine,Any Man of Mine,4:07,Mercury 856448,Shania Twain--Any Man of Mine (1995),%22Shania Twain%22+%22Any Man of Mine%22,%22Shania Twain%22+%22Any Man of Mine%22,%22Shania Twain%22+%22Any Man of Mine%22,,,%22Shania Twain%22+%22Any Man of Mine%22,,,https://www.google.com/search?q=%22Shania Twain%22+%22Any Man of Mine%22&ie=utf-8&oe=utf-8
05/27/95,1995,58,Matthew Sweet ,Matthew Sweet,Sick Of Myself,Sick of Myself,3:40,Zoo 14221,Matthew Sweet--Sick of Myself (1995),%22Matthew Sweet%22+%22Sick of Myself%22,%22Matthew Sweet%22+%22Sick of Myself%22,%22Matthew Sweet%22+%22Sick of Myself%22,,,%22Matthew Sweet%22+%22Sick of Myself%22,,,https://www.google.com/search?q=%22Matthew Sweet%22+%22Sick of Myself%22&ie=utf-8&oe=utf-8
05/27/95,1995,59,Tony Thompson ,Tony Thompson,I Wanna Love Like That,I Wanna Love Like That,4:06,Giant 17871,Tony Thompson--I Wanna Love Like That (1995),%22Tony Thompson%22+%22I Wanna Love Like That%22,%22Tony Thompson%22+%22I Wanna Love Like That%22,%22Tony Thompson%22+%22I Wanna Love Like That%22,,,%22Tony Thompson%22+%22I Wanna Love Like That%22,,,https://www.google.com/search?q=%22Tony Thompson%22+%22I Wanna Love Like That%22&ie=utf-8&oe=utf-8
05/27/95,1995,63,Nuttin’ Nyce ,Nuttin' Nyce,Froggy Style,Froggy Style,4:10,Pocketown 42296,Nuttin' Nyce--Froggy Style (1995),%22Nuttin' Nyce%22+%22Froggy Style%22,%22Nuttin%27 Nyce%22+%22Froggy Style%22,%22Nuttin%27 Nyce%22+%22Froggy Style%22,,,%22Nuttin%27 Nyce%22+%22Froggy Style%22,,,https://www.google.com/search?q=%22Nuttin%27 Nyce%22+%22Froggy Style%22&ie=utf-8&oe=utf-8
05/27/95,1995,67,Jill Sobule ,Jill Sobule,I Kissed A Girl,I Kissed a Girl,3:10,Lava 87169,Jill Sobule--I Kissed a Girl (1995),%22Jill Sobule%22+%22I Kissed a Girl%22,%22Jill Sobule%22+%22I Kissed a Girl%22,%22Jill Sobule%22+%22I Kissed a Girl%22,,,%22Jill Sobule%22+%22I Kissed a Girl%22,,,https://www.google.com/search?q=%22Jill Sobule%22+%22I Kissed a Girl%22&ie=utf-8&oe=utf-8
05/27/95,1995,87,Shania Twain ,Shania Twain,Whose Bed Have Your Boots Been Under,Whose Bed Have Your Boots Been Under,3:58,Mercury 856448,Shania Twain--Whose Bed Have Your Boots Been Under (1995),%22Shania Twain%22+%22Whose Bed Have Your Boots Been Under%22,%22Shania Twain%22+%22Whose Bed Have Your Boots Been Under%22,%22Shania Twain%22+%22Whose Bed Have Your Boots Been Under%22,,,%22Shania Twain%22+%22Whose Bed Have Your Boots Been Under%22,,,https://www.google.com/search?q=%22Shania Twain%22+%22Whose Bed Have Your Boots Been Under%22&ie=utf-8&oe=utf-8
06/03/95,1995,6,Sophie B. Hawkins ,Sophie B. Hawkins,As I Lay Me Down,As I Lay Me Down,4:00,Columbia 77801,Sophie B. Hawkins--As I Lay Me Down (1995),%22Sophie B. Hawkins%22+%22As I Lay Me Down%22,%22Sophie B. Hawkins%22+%22As I Lay Me Down%22,%22Sophie B. Hawkins%22+%22As I Lay Me Down%22,,,%22Sophie B. Hawkins%22+%22As I Lay Me Down%22,,,https://www.google.com/search?q=%22Sophie B. Hawkins%22+%22As I Lay Me Down%22&ie=utf-8&oe=utf-8
06/03/95,1995,34,Brandy ,Brandy,Best Friend,Best Friend,4:44,Atlantic 87148,Brandy--Best Friend (1995),%22Brandy%22+%22Best Friend%22,%22Brandy%22+%22Best Friend%22,%22Brandy%22+%22Best Friend%22,,,%22Brandy%22+%22Best Friend%22,,,https://www.google.com/search?q=%22Brandy%22+%22Best Friend%22&ie=utf-8&oe=utf-8
06/03/95,1995,52,Rod Stewart ,Rod Stewart,Leave Virginia Alone,Leave Virginia Alone,4:03,Warner Bros. 17847,Rod Stewart--Leave Virginia Alone (1995),%22Rod Stewart%22+%22Leave Virginia Alone%22,%22Rod Stewart%22+%22Leave Virginia Alone%22,%22Rod Stewart%22+%22Leave Virginia Alone%22,,,%22Rod Stewart%22+%22Leave Virginia Alone%22,,,https://www.google.com/search?q=%22Rod Stewart%22+%22Leave Virginia Alone%22&ie=utf-8&oe=utf-8
